gene_name,interaction_types,drug_claim_primary_name,interaction_group_score,TARGET_NAME,TARGET_CLASS,ACT_VALUE,drug_approved,drug_avr_mass,drug_predicted_logp,drug_rule_of_five,drug_nr_targets,drug_nr_enzymes,drug_nr_carriers,drug_nr_transporters,POLAR_SURFACE_AREA,ROTATABLE_BOND_COUNT,HYDROGEN_BOND_DONORS,HYDROGEN_BOND_ACCEPTORS,RING_COUNT,ATOM_COUNT,FORMAL_CHARGE,CHIRAL_CENTER_COUNT
PTGS1,inhibitor,diethylcarbamazine,0.52,Prostaglandin G/H synthase 1,Enzyme,,True,199.2932,0.0916058893333325,True,2,1,0,0,26.79,2,0,2,1,35,0,0.0
ALOX5,inhibitor,diethylcarbamazine,5.98,Arachidonate 5-lipoxygenase,Enzyme,,True,199.2932,0.0916058893333325,True,2,1,0,0,26.79,2,0,2,1,35,0,0.0
HTR1D,agonist,rizatriptan,2.37,5-hydroxytryptamine receptor 1D,GPCR,7.9,True,269.3449,1.7678793143333331,True,3,1,0,0,49.74,5,1,4,3,39,0,0.0
HTR1A,agonist,rizatriptan,0.08,5-hydroxytryptamine receptor 1A,GPCR,6.85,True,269.3449,1.7678793143333331,True,3,1,0,0,49.74,5,1,4,3,39,0,0.0
HTR1B,agonist,rizatriptan,1.62,5-hydroxytryptamine receptor 1B,GPCR,6.9,True,269.3449,1.7678793143333331,True,3,1,0,0,49.74,5,1,4,3,39,0,0.0
HTR1F,agonist,rizatriptan,2.65,5-hydroxytryptamine receptor 1F,GPCR,6.8,True,269.3449,1.7678793143333331,True,3,1,0,0,49.74,5,1,4,3,39,0,0.0
HTR1E,agonist,rizatriptan,0.32,5-hydroxytryptamine receptor 1E,GPCR,6.8,True,269.3449,1.7678793143333331,True,3,1,0,0,49.74,5,1,4,3,39,0,0.0
CDK4,inhibitor,abemaciclib,0.98,Cyclin-dependent kinase 4,Kinase,9.22184875,True,506.606,4.415418176,False,2,6,2,5,75.0,13,1,8,5,69,0,0.0
CDK6,inhibitor,abemaciclib,1.28,Cyclin-dependent kinase 6,Kinase,8.619788758,True,506.606,4.415418176,False,2,6,2,5,75.0,13,1,8,5,69,0,0.0
VKORC1,inhibitor,warfarin,23.31,Vitamin K epoxide reductase complex subunit 1,Enzyme,7.0,True,308.3279,2.7447073623333327,True,2,6,2,0,67.51,4,1,4,3,39,0,1.0
F2,inhibitor,dabigatran etexilate,,Prothrombin,Enzyme,8.35,True,627.7332,4.593332732,False,1,6,0,1,154.03,15,2,9,4,87,0,0.0
CYP11B1,inhibitor,metyrapone,34.08,"Cytochrome P450 11B1, mitochondrial",Enzyme,7.84,True,226.2738,2.028888880666667,True,2,5,0,1,42.85,3,0,3,2,31,0,0.0
HRH3,antagonist,pitolisant,1.41,Histamine H3 receptor,GPCR,9.79588031768799,True,295.85,4.115267491666666,True,2,4,2,1,12.47,8,0,2,2,46,0,0.0
HRH1,antagonist,pitolisant,0.05,Histamine H1 receptor,GPCR,5.94000005722046,True,295.85,4.115267491666666,True,2,4,2,1,12.47,8,0,2,2,46,0,0.0
OPRM1,antagonist,naldemedine,0.39,Mu-type opioid receptor,GPCR,,True,570.646,2.425656088235664,False,3,2,0,1,141.18,6,4,9,8,76,0,4.0
CHRM5,antagonist,trihexyphenidyl,0.29,Muscarinic acetylcholine receptor M5,GPCR,7.99,True,301.4662,4.232685493666667,True,5,0,1,0,23.47,5,1,2,3,53,0,1.0
CHRM4,antagonist,trihexyphenidyl,0.3,Muscarinic acetylcholine receptor M4,GPCR,8.17,True,301.4662,4.232685493666667,True,5,0,1,0,23.47,5,1,2,3,53,0,1.0
CHRM1,antagonist,trihexyphenidyl,0.69,Muscarinic acetylcholine receptor M1,GPCR,8.89,True,301.4662,4.232685493666667,True,5,0,1,0,23.47,5,1,2,3,53,0,1.0
CHRM2,antagonist,trihexyphenidyl,0.27,Muscarinic acetylcholine receptor M2,GPCR,7.73,True,301.4662,4.232685493666667,True,5,0,1,0,23.47,5,1,2,3,53,0,1.0
CHRM3,antagonist,trihexyphenidyl,0.23,Muscarinic acetylcholine receptor M3,GPCR,7.58,True,301.4662,4.232685493666667,True,5,0,1,0,23.47,5,1,2,3,53,0,1.0
SLC5A2,inhibitor,tofogliflozin,2.52,Sodium/glucose cotransporter 2,Transporter,8.53760242462158,False,386.444,2.4703787556666668,True,0,0,0,0,99.38,4,4,6,4,54,0,5.0
SLC5A1,inhibitor,tofogliflozin,1.46,Sodium/glucose cotransporter 1,Transporter,5.07345199584961,False,386.444,2.4703787556666668,True,0,0,0,0,99.38,4,4,6,4,54,0,5.0
ADRB2,agonist,levosalbutamol,0.52,Beta-2 adrenergic receptor,GPCR,5.42,True,239.3107,0.3444161509994905,True,1,0,0,2,72.72,4,4,4,1,38,0,1.0
CHRNA7,agonist,cytisine,0.5,Neuronal acetylcholine receptor subunit alpha-7,Ion channel,5.85,False,190.2417,-0.27985360699999995,True,5,0,0,0,34.03,0,1,3,3,28,0,2.0
ADRB1,antagonist,bupranolol,0.75,Beta-1 adrenergic receptor,GPCR,9.0,False,271.783,2.9922619066666667,True,3,1,0,0,41.49,5,2,3,1,40,0,1.0
ADRB3,antagonist,bupranolol,1.46,Beta-3 adrenergic receptor,GPCR,7.3,False,271.783,2.9922619066666667,True,3,1,0,0,41.49,5,2,3,1,40,0,1.0
NEU2,inhibitor,zanamivir,37.87,Sialidase 2,Enzyme,4.77,True,332.3098,-5.827718904459089,False,3,0,0,0,200.72,6,7,7,1,43,0,5.0
CHRM3,antagonist,isopropamide,0.41,Muscarinic acetylcholine receptor M3,GPCR,,True,353.5209,0.13792196952825314,True,2,0,0,0,43.09,8,1,1,2,59,1,0.0
MLNR,agonist,erythromycin,1.42,Motilin receptor,GPCR,4.43,True,733.9268,2.596388847333333,False,3,3,0,6,193.91,7,5,14,3,118,0,18.0
KCNH2,inhibitor,erythromycin,0.05,Potassium voltage-gated channel subfamily H member 2,Ion channel,7.41,True,733.9268,2.596388847333333,False,3,3,0,6,193.91,7,5,14,3,118,0,18.0
CACNA2D2,modulator,pregabalin,0.16,Voltage-dependent calcium channel subunit alpha-2/delta-2,Ion channel,7.259637355804441,True,159.2261,-1.3455846782464078,True,1,0,0,2,63.32,5,2,2,0,28,0,1.0
HTR4,agonist,prucalopride,3.25,5-hydroxytryptamine receptor 4,GPCR,8.6,True,367.87,0.7446884966666674,True,1,1,1,1,76.82,6,2,5,3,51,0,0.0
CHRM2,antagonist,homatropine,0.19,Muscarinic acetylcholine receptor M2,GPCR,7.124938737000001,True,275.348,1.593867434333332,True,5,1,0,0,49.77,3,1,4,3,41,0,4.0
CHRM4,antagonist,homatropine,0.28,Muscarinic acetylcholine receptor M4,GPCR,7.853871964,True,275.348,1.593867434333332,True,5,1,0,0,49.77,3,1,4,3,41,0,4.0
CHRM1,antagonist,homatropine,0.15,Muscarinic acetylcholine receptor M1,GPCR,7.494850022,True,275.348,1.593867434333332,True,5,1,0,0,49.77,3,1,4,3,41,0,4.0
CHRM3,antagonist,homatropine,0.16,Muscarinic acetylcholine receptor M3,GPCR,7.795880017000001,True,275.348,1.593867434333332,True,5,1,0,0,49.77,3,1,4,3,41,0,4.0
CHRM5,antagonist,homatropine,0.27,Muscarinic acetylcholine receptor M5,GPCR,7.408935392999999,True,275.348,1.593867434333332,True,5,1,0,0,49.77,3,1,4,3,41,0,4.0
ADRB1,agonist,clenbuterol,0.18,Beta-1 adrenergic receptor,GPCR,7.161150909,True,277.19,2.33438275,True,5,1,0,0,58.28,3,3,3,1,35,0,1.0
HRH1,"antagonist,inhibitor",levocetirizine,1.23,Histamine H1 receptor,GPCR,7.95,True,388.89,0.8736928308508121,True,1,1,1,1,53.01,8,1,4,3,52,0,1.0
ADORA2A,agonist,regadenoson,1.16,Adenosine receptor A2a,GPCR,5.8861,True,390.354,-2.2520429833333333,True,1,0,0,0,186.46,4,5,12,4,46,0,4.0
ADORA1,agonist,regadenoson,0.2,Adenosine receptor A1,GPCR,4.3979,True,390.354,-2.2520429833333333,True,1,0,0,0,186.46,4,5,12,4,46,0,4.0
GLRA2,agonist,ethanol,0.15,Glycine receptor subunit alpha-2,Ion channel,,True,46.0684,-0.1617691140000001,True,52,16,0,0,20.23,0,1,1,0,9,0,0.0
GRIN3A,antagonist,ethanol,0.08,"Glutamate receptor ionotropic, NMDA 3A",Ion channel,,True,46.0684,-0.1617691140000001,True,52,16,0,0,20.23,0,1,1,0,9,0,0.0
GLRA1,agonist,ethanol,0.08,Glycine receptor subunit alpha-1,Ion channel,,True,46.0684,-0.1617691140000001,True,52,16,0,0,20.23,0,1,1,0,9,0,0.0
CPS1,positive modulator,carglumic acid,28.4,"Carbamoyl-phosphate synthase [ammonia], mitochondrial",Enzyme,,True,190.154,-1.446560950333333,True,1,0,0,0,129.72,5,4,3,0,23,0,1.0
AR,agonist,nandrolone decanoate,0.25,Androgen receptor,Nuclear hormone receptor,,True,428.6472,7.31901809,False,1,3,0,0,43.37,9,0,3,4,75,0,6.0
KCNQ2,activator,flupirtine,0.3,Potassium voltage-gated channel subfamily KQT member 2,Ion channel,5.0,False,304.3195,2.669325134,True,1,0,0,0,89.27,5,3,5,2,39,0,0.0
KCNN2,blocker,tubocurarine,2.37,Small conductance calcium-activated potassium channel protein 2,Ion channel,5.7,True,609.7312,3.144135107944982,False,4,1,0,2,80.62,2,2,7,8,86,1,2.0
ZACN,antagonist,tubocurarine,7.1,Zinc-activated ligand-gated ion channel,Ion channel,5.2,True,609.7312,3.144135107944982,False,4,1,0,2,80.62,2,2,7,8,86,1,2.0
KCNN3,blocker,tubocurarine,1.78,Small conductance calcium-activated potassium channel protein 3,Ion channel,4.5,True,609.7312,3.144135107944982,False,4,1,0,2,80.62,2,2,7,8,86,1,2.0
KCNN1,blocker,tubocurarine,1.42,Small conductance calcium-activated potassium channel protein 1,Ion channel,4.6,True,609.7312,3.144135107944982,False,4,1,0,2,80.62,2,2,7,8,86,1,2.0
HTR3A,antagonist,tubocurarine,0.68,5-hydroxytryptamine receptor 3A,Ion channel,7.0604,True,609.7312,3.144135107944982,False,4,1,0,2,80.62,2,2,7,8,86,1,2.0
NR3C1,agonist,prednisolone tebutate,0.37,Glucocorticoid receptor,Nuclear hormone receptor,9.28,True,458.587,3.4462860630000014,True,0,0,0,0,100.9,4,2,6,4,71,0,7.0
NR3C1,agonist,hydrocortisone valerate,0.12,Glucocorticoid receptor,Nuclear hormone receptor,,True,446.5763,3.305965022000002,True,4,6,2,4,100.9,6,2,6,4,70,0,7.0
ADRB2,agonist,arformoterol,1.13,Beta-2 adrenergic receptor,GPCR,8.53760242462158,True,344.4049,1.0566727363571802,True,1,4,0,0,90.82,9,4,5,2,49,0,2.0
ADRB1,agonist,arformoterol,0.11,Beta-1 adrenergic receptor,GPCR,6.94692134857178,True,344.4049,1.0566727363571802,True,1,4,0,0,90.82,9,4,5,2,49,0,2.0
SLC6A2,negative modulator,phendimetrazine,0.49,Sodium-dependent noradrenaline transporter,Transporter,,True,191.274,2.1724842260000004,True,3,0,0,0,12.47,1,0,2,2,31,0,2.0
ACE,inhibitor,perindopril,1.92,Angiotensin-converting enzyme,Enzyme,8.82,True,368.4678,0.6307438391420584,True,2,1,0,2,95.94,8,2,5,2,58,0,5.0
F10,inhibitor,edoxaban,4.13,Coagulation factor X,Enzyme,9.25181198120117,True,548.06,0.9016595426666651,False,1,0,0,1,136.63,5,3,8,4,67,0,3.0
PLAT,antagonist,aminocaproic acid,,Tissue-type plasminogen activator,Enzyme,,True,131.1729,-1.9971552340836567,True,3,1,0,0,63.32,5,2,2,0,22,0,0.0
,modulator,deferoxamine,,iron,Inorganic material,,True,560.684,-3.3651618251632973,False,3,1,0,0,205.84,23,6,9,0,87,0,0.0
PTGS2,inhibitor,rofecoxib,1.04,Prostaglandin G/H synthase 2,Enzyme,6.52,True,314.356,2.560910504,True,2,5,0,1,60.44,3,0,4,3,36,0,0.0
,modulator,chlorambucil,,DNA,DNA,,True,304.212,3.9371549819999987,True,1,1,0,1,40.54,9,1,2,1,38,0,0.0
PGR,agonist,hydroxyprogesterone caproate,0.2,Progesterone receptor,Nuclear hormone receptor,7.66354036331177,True,428.6041,5.876546530000002,False,1,3,0,0,60.44,6,0,4,4,71,0,6.0
SLC18A2,inhibitor,deserpidine,3.34,Synaptic vesicular amine transporter,Transporter,,True,578.6527,3.689167208333335,False,1,0,0,0,108.55,7,1,9,6,80,0,6.0
SLC25A6,inhibitor,clodronic acid,,ADP/ATP translocase 3,Enzyme,,True,244.892,-0.06669455533333335,True,4,1,0,0,115.06,2,4,2,0,15,0,0.0
SLC25A4,inhibitor,clodronic acid,,ADP/ATP translocase 1,Transporter,,True,244.892,-0.06669455533333335,True,4,1,0,0,115.06,2,4,2,0,15,0,0.0
SLC25A5,inhibitor,clodronic acid,,ADP/ATP translocase 2,Enzyme,,True,244.892,-0.06669455533333335,True,4,1,0,0,115.06,2,4,2,0,15,0,0.0
NR3C1,agonist,amcinonide,0.58,Glucocorticoid receptor,Nuclear hormone receptor,,True,502.5717,3.195263625666665,False,2,2,0,0,99.13,3,1,7,6,71,0,8.0
OPRM1,agonist,anileridine,2.33,Mu-type opioid receptor,GPCR,,True,352.4699,3.640008764333333,True,1,0,0,0,55.56,6,1,4,3,54,0,0.0
SLC47A1,inhibitor,pyrimethamine,1.18,Multidrug and toxin extrusion protein 1,Transporter,7.1,True,248.711,2.7483031543333327,True,3,1,0,2,77.82,2,2,4,2,30,0,0.0
PDXK,ligand,pyridoxine,21.3,Pyridoxal kinase,Kinase,,True,169.1778,-0.9513212983333332,True,1,4,1,1,73.58,2,3,4,1,23,0,0.0
CACNA1C,inhibitor,drotaverine,1.47,Voltage-dependent L-type calcium channel subunit alpha-1C,Ion channel,,True,397.5072,4.191374697333334,True,2,0,0,0,49.28,10,0,5,3,60,0,0.0
CHRNA7,agonist,varenicline,0.44,Neuronal acetylcholine receptor subunit alpha-7,Ion channel,6.9,True,211.268,1.0076279959999996,True,5,0,0,1,37.81,0,1,3,4,29,0,2.0
SCN5A,blocker,ropivacaine,0.12,Sodium channel protein type 5 subunit alpha,Ion channel,4.56,True,274.4011,4.070950219333334,True,1,3,0,0,32.34,4,1,2,2,46,0,1.0
TPSAB1,inhibitor,gabexate,1.89,Tryptase alpha/beta-1,Enzyme,8.47,False,321.377,2.097702387,True,3,3,0,0,117.0,9,2,5,1,46,0,0.0
ESR1,agonist,mestranol,0.2,Estrogen receptor,Nuclear hormone receptor,8.282329497000001,True,310.4299,4.043247144,True,1,3,0,0,29.46,1,1,2,4,49,0,5.0
POLB,inhibitor,cytarabine,0.04,DNA polymerase beta,Enzyme,,True,243.2166,-2.7975172843333334,True,2,5,0,3,130.83,2,4,8,2,30,0,4.0
KCNA5,blocker,vernakalant,1.08,Potassium voltage-gated channel subfamily A member 5,Ion channel,4.87451887130737,True,349.471,2.513554538666666,True,4,1,0,0,51.16,7,1,5,3,56,0,3.0
FDPS,inhibitor,minodronic acid,,Farnesyl pyrophosphate synthase,Enzyme,8.52,False,322.1483,-3.4886604086283044,True,2,0,0,0,152.59,4,5,5,2,32,0,0.0
GGPS1,inhibitor,minodronic acid,,Geranylgeranyl pyrophosphate synthase,Enzyme,5.74,False,322.1483,-3.4886604086283044,True,2,0,0,0,152.59,4,5,5,2,32,0,0.0
OPRK1,agonist,nalorphine,0.17,Kappa-type opioid receptor,GPCR,7.82,False,311.381,1.6752604327019132,True,0,0,0,0,52.93,2,2,4,5,44,0,5.0
OPRK1,agonist,nalorphine,0.17,Kappa-type opioid receptor,GPCR,7.82,False,311.381,1.6752604327019132,True,0,0,0,0,52.93,2,2,4,5,44,0,5.0
OPRD1,agonist,nalorphine,0.23,Delta-type opioid receptor,GPCR,6.92,False,311.381,1.6752604327019132,True,0,0,0,0,52.93,2,2,4,5,44,0,5.0
OPRD1,agonist,nalorphine,0.23,Delta-type opioid receptor,GPCR,6.92,False,311.381,1.6752604327019132,True,0,0,0,0,52.93,2,2,4,5,44,0,5.0
OPRM1,antagonist,nalorphine,0.13,Mu-type opioid receptor,GPCR,9.72,False,311.381,1.6752604327019132,True,0,0,0,0,52.93,2,2,4,5,44,0,5.0
OPRM1,antagonist,nalorphine,0.13,Mu-type opioid receptor,GPCR,9.72,False,311.381,1.6752604327019132,True,0,0,0,0,52.93,2,2,4,5,44,0,5.0
DRD2,antagonist,alizapride,1.37,D(2) dopamine receptor,GPCR,7.15,False,315.3702,1.1190993874086288,True,1,0,0,0,83.14,6,2,5,3,44,0,1.0
MMP2,inhibitor,tiludronic acid,,72 kDa type IV collagenase,Enzyme,5.14,True,318.608,1.322081915,True,6,0,1,0,115.06,4,4,3,1,26,0,0.0
HTR2A,antagonist,blonanserin,0.4,5-hydroxytryptamine receptor 2A,GPCR,9.09151458740234,False,367.512,5.6672371073333325,False,3,1,1,0,19.37,3,0,3,4,57,0,0.0
DRD2,antagonist,blonanserin,0.36,D(2) dopamine receptor,GPCR,9.85387229919434,False,367.512,5.6672371073333325,False,3,1,1,0,19.37,3,0,3,4,57,0,0.0
HTR3A,antagonist,granisetron,0.97,5-hydroxytryptamine receptor 3A,Ion channel,8.7,True,312.4170000000001,1.8768568383333333,True,1,2,0,0,50.16,2,1,4,4,47,0,3.0
NR3C1,agonist,desonide,0.74,Glucocorticoid receptor,Nuclear hormone receptor,,True,416.5073,1.9005109329999987,True,1,1,0,0,93.06,2,2,6,5,62,0,8.0
EGFR,inhibitor,icotinib,1.88,Epidermal growth factor receptor,Kinase,8.69896984100342,False,391.427,3.029462643,True,1,3,0,0,74.73,2,1,7,4,50,0,0.0
DRD4,antagonist,benperidol,0.26,D(4) dopamine receptor,GPCR,8.7,True,381.451,3.79126911,True,0,0,0,0,58.1,6,1,4,4,52,0,0.0
DRD2,antagonist,benperidol,0.09,D(2) dopamine receptor,GPCR,10.57,True,381.451,3.79126911,True,0,0,0,0,58.1,6,1,4,4,52,0,0.0
CHRNA6,blocker,hexamethonium,2.03,Neuronal acetylcholine receptor subunit alpha-6,Ion channel,4.04,False,202.38,-6.64939950494349,True,1,0,0,0,0.0,7,0,0,0,44,2,0.0
CHRNA4,blocker,hexamethonium,0.25,Neuronal acetylcholine receptor subunit alpha-4,Ion channel,5.17,False,202.38,-6.64939950494349,True,1,0,0,0,0.0,7,0,0,0,44,2,0.0
ADORA2A,antagonist,mefloquine,0.96,Adenosine receptor A2a,GPCR,6.90999984741211,True,378.3122,4.110594849666667,True,3,4,0,1,45.15,2,2,3,3,42,0,2.0
ADORA1,antagonist,mefloquine,0.33,Adenosine receptor A1,GPCR,5.90999984741211,True,378.3122,4.110594849666667,True,3,4,0,1,45.15,2,2,3,3,42,0,2.0
FDPS,inhibitor,alendronic acid,,Farnesyl pyrophosphate synthase,Enzyme,7.35,True,249.096,-4.190998026971535,False,6,0,0,0,161.31,5,6,4,0,27,0,0.0
TYR,inhibitor,mimosine,7.89,Tyrosinase,Enzyme,5.43,False,198.176,-2.9592000692311604,True,3,0,0,0,105.55,3,3,5,1,24,0,1.0
SHMT1,inhibitor,mimosine,9.47,"Serine hydroxymethyltransferase, cytosolic",Enzyme,,False,198.176,-2.9592000692311604,True,3,0,0,0,105.55,3,3,5,1,24,0,1.0
GNRHR,agonist,triptorelin,2.24,Gonadotropin-releasing hormone receptor,GPCR,9.025,True,1311.473,-3.5860375370969124,False,1,0,0,0,490.42,33,17,15,8,177,0,9.0
NQO2,inhibitor,primaquine,0.45,Ribosyldihydronicotinamide dehydrogenase [quinone],Enzyme,5.12,True,259.3467,1.6429209590000005,True,3,5,0,1,60.17,6,2,4,2,40,0,1.0
AGTR1,antagonist,irbesartan,1.76,Type-1 angiotensin II receptor,GPCR,9.1,True,428.5294,5.495261916666666,False,2,5,2,0,87.13,7,1,5,5,60,0,0.0
SLC10A1,inhibitor,irbesartan,4.73,Sodium/bile acid cotransporter,Transporter,4.92,True,428.5294,5.495261916666666,False,2,5,2,0,87.13,7,1,5,5,60,0,0.0
PSMB5,inhibitor,ixazomib,1.72,Proteasome subunit beta type-5,Enzyme,8.46852111816406,True,361.03,2.5677000000000003,True,0,7,0,0,98.66,7,4,4,1,42,0,1.0
NOD2,ligand,mifamurtide,9.47,Nucleotide-binding oligomerization domain-containing protein 2,Cytosolic other,,True,1277.515,5.566524969000003,False,2,0,0,0,376.1,52,10,18,1,194,0,11.0
NR3C1,agonist,hydrocortisone acetate,0.19,Glucocorticoid receptor,Nuclear hormone receptor,,True,404.4966,1.7162918449999998,True,4,6,2,4,100.9,3,2,6,4,61,0,7.0
REN,inhibitor,remikiren,33.41,Renin,Enzyme,9.1549015045166,False,630.8380000000002,2.368042855333332,False,1,0,0,0,161.48,15,5,7,4,94,0,5.0
AGTR1,antagonist,fimasartan,2.23,Type-1 angiotensin II receptor,GPCR,9.37675094604492,False,501.65,4.208753043333333,False,1,0,0,2,92.59,9,1,7,4,67,0,0.0
SLC18A2,inhibitor,rescinnamine,0.33,Synaptic vesicular amine transporter,Transporter,,True,634.716,4.070086811999999,False,1,0,0,0,117.78,9,1,10,6,88,0,6.0
HDAC6,inhibitor,bufexamac,0.65,Histone deacetylase 6,Enzyme,4.97,True,223.272,1.9670975133333333,True,4,0,0,0,58.56,6,2,3,1,33,0,0.0
HDAC10,inhibitor,bufexamac,0.81,Histone deacetylase 10,Enzyme,4.91,True,223.272,1.9670975133333333,True,4,0,0,0,58.56,6,2,3,1,33,0,0.0
,modulator,penicillamine,,copper,Inorganic material,,True,149.211,-2.146518265659755,True,1,0,0,1,63.32,2,3,3,0,20,0,1.0
CHRM2,antagonist,dexetimide,0.47,Muscarinic acetylcholine receptor M2,GPCR,8.9,False,362.4647,3.3830662353333327,True,0,0,0,0,49.41,4,1,3,4,53,0,1.0
MME,"antagonist,inhibitor",sacubitril,7.57,Neprilysin,Enzyme,,True,411.4980000000001,3.7877227776666658,True,1,0,0,2,92.7,11,2,4,2,59,0,2.0
KCNJ11,activator,nicorandil,0.36,ATP-sensitive inward rectifier potassium channel 11,Ion channel,5.8861,True,211.177,-0.1616976216666668,True,1,0,0,0,94.36,5,1,5,1,24,0,0.0
RARG,agonist,acitretin,0.76,Retinoic acid receptor gamma,Nuclear hormone receptor,,True,326.4293,5.5870487256666665,False,8,0,1,0,46.53,6,1,2,1,50,0,0.0
NR3C1,agonist,dexamethasone acetate,0.37,Glucocorticoid receptor,Nuclear hormone receptor,,True,434.4977,2.12269509,True,5,15,1,6,100.9,3,2,6,4,62,0,8.0
GNRHR,agonist,histrelin,2.24,Gonadotropin-releasing hormone receptor,GPCR,,True,1443.632,-2.138446574944563,False,1,0,0,0,449.36,34,15,16,8,182,0,9.0
TRPA1,activator,thymol,1.67,Transient receptor potential cation channel subfamily A member 1,Ion channel,5.22,True,150.2176,3.428111034333333,True,0,0,0,0,20.23,1,1,1,1,25,0,0.0
ADRB1,agonist,prenalterol,0.45,Beta-1 adrenergic receptor,GPCR,6.6,False,225.288,0.7999004997286241,True,0,0,0,0,61.72,6,3,4,1,35,0,1.0
PDE1A,inhibitor,vinpocetine,1.26,"Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1A",Enzyme,5.1,False,350.462,4.067020486333332,True,0,1,0,0,34.47,3,0,4,5,52,0,2.0
PDE1C,inhibitor,vinpocetine,3.79,"Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1C",Enzyme,4.3,False,350.462,4.067020486333332,True,0,1,0,0,34.47,3,0,4,5,52,0,2.0
RYR1,antagonist,dantrolene,5.2,Ryanodine receptor 1,Ion channel,6.7570000000000014,True,314.257,1.256485484666666,True,1,0,1,0,126.66,4,2,7,3,33,0,0.0
RYR3,antagonist,dantrolene,1.26,Ryanodine receptor 3,Ion channel,,True,314.257,1.256485484666666,True,1,0,1,0,126.66,4,2,7,3,33,0,0.0
BCHE,inhibitor,hexafluronium,4.61,Butyrylcholinesterase,Enzyme,6.47,True,502.745,-0.28401380361015754,False,1,0,0,0,0.0,9,0,0,6,80,2,0.0
PGR,agonist,norelgestromin,1.58,Progesterone receptor,Nuclear hormone receptor,,True,327.468,3.671276388333333,True,3,2,0,0,49.66,2,1,3,4,53,0,6.0
PTGS2,inhibitor,benzquinamide,0.05,Prostaglandin G/H synthase 2,Enzyme,8.32,False,404.4999,1.419519497333333,True,6,0,0,0,68.31,6,0,6,3,61,0,3.0
DRD2,agonist,benzquinamide,0.03,D(2) dopamine receptor,GPCR,5.4,False,404.4999,1.419519497333333,True,6,0,0,0,68.31,6,0,6,3,61,0,3.0
CHRM1,antagonist,imidafenacin,0.25,Muscarinic acetylcholine receptor M1,GPCR,8.3840503692627,False,319.408,2.764839751,True,3,2,2,0,60.91,6,1,3,3,45,0,0.0
CHRM3,antagonist,imidafenacin,0.27,Muscarinic acetylcholine receptor M3,GPCR,9.49894046783447,False,319.408,2.764839751,True,3,2,2,0,60.91,6,1,3,3,45,0,0.0
GPBAR1,agonist,cholic acid,,G-protein coupled bile acid receptor 1,GPCR,5.0,True,408.5714,2.482494456666666,True,23,0,1,13,97.99,4,4,4,4,69,0,11.0
NR3C1,agonist,norethisterone,0.07,Glucocorticoid receptor,Nuclear hormone receptor,6.705533774,True,298.4192,3.217227937333333,True,3,8,2,1,37.3,0,1,2,4,48,0,6.0
AR,agonist,norethisterone,0.02,Androgen receptor,Nuclear hormone receptor,7.12,True,298.4192,3.217227937333333,True,3,8,2,1,37.3,0,1,2,4,48,0,6.0
ATP6V1B2,inhibitor,enoxacin,6.31,"V-type proton ATPase subunit B, brain isoform",Enzyme,5.0,True,320.3189,-0.9830519373098778,True,3,1,0,0,87.46,3,2,6,3,40,0,0.0
ESR1,"agonist,antagonist",clomifene,0.79,Estrogen receptor,Nuclear hormone receptor,8.886056648,True,405.96,6.474937693999999,False,2,1,0,1,12.47,9,0,2,3,57,0,0.0
ADRB3,antagonist,tertatolol,0.27,Beta-3 adrenergic receptor,GPCR,8.6,False,295.44,2.8836921863333336,True,0,1,0,0,41.49,5,2,4,2,45,0,1.0
DHFR,inhibitor,trimetrexate,2.37,Dihydrofolate reductase,Enzyme,8.85,True,369.4176,2.2781130193333325,True,1,1,0,1,117.54,6,3,8,3,50,0,0.0
DRD2,antagonist,thioproperazine,0.32,D(2) dopamine receptor,GPCR,9.34678745269775,False,446.629,2.8314580459999985,True,4,0,1,0,47.1,6,0,6,4,60,0,0.0
SLC5A2,inhibitor,ertugliflozin,5.05,Sodium/glucose cotransporter 2,Transporter,9.057,True,436.89,2.316586535666666,True,1,4,1,2,108.61,12,4,7,4,55,0,5.0
SLC5A1,inhibitor,ertugliflozin,1.46,Sodium/glucose cotransporter 1,Transporter,5.707744,True,436.89,2.316586535666666,True,1,4,1,2,108.61,12,4,7,4,55,0,5.0
EGFR,inhibitor,olmutinib,1.88,Epidermal growth factor receptor,Kinase,8.03621196746826,False,486.59,5.474233900333334,False,1,0,0,0,82.62,7,2,8,5,61,0,0.0
CHRM3,antagonist,mepenzolate,0.33,Muscarinic acetylcholine receptor M3,GPCR,8.59,True,340.436,-0.9746864134717452,True,2,0,0,0,46.53,4,1,3,3,51,1,1.0
CHRM1,antagonist,mepenzolate,0.3,Muscarinic acetylcholine receptor M1,GPCR,,True,340.436,-0.9746864134717452,True,2,0,0,0,46.53,4,1,3,3,51,1,1.0
HRH2,antagonist,roxatidine acetate,3.16,Histamine H2 receptor,GPCR,7.6,False,348.4366,1.3130373466666667,True,1,0,0,0,67.87,9,1,5,2,53,0,0.0
,adduct,dactinomycin,,DNA,DNA,,True,1255.417,-0.09688245333333306,False,2,0,0,5,359.98,8,5,18,7,176,0,10.0
